DistNumber,Year,OnCycle,LnAvgSalary,CycleSwitch,AfterSwitch,AfterCycleSwitch
4815000,2004,0,10.746141,0,0,0
4815000,2005,0,10.743778,0,0,0
4815000,2006,0,10.784132,0,0,0
4815000,2007,0,10.792322,0,1,0
4815000,2008,0,10.784027,0,1,0
4815000,2009,0,10.796771,0,1,0
4815120,2003,0,10.640218,0,0,0
4815120,2004,0,10.603743,0,0,0
4815120,2005,0,10.585222,0,0,0
4815120,2006,0,10.654529,0,0,0
4815120,2007,0,10.555019,0,1,0
4815120,2008,0,10.559686,0,1,0
4815120,2009,0,10.614051,0,1,0
4815150,2003,0,10.636964,0,0,0
4815150,2004,0,10.628616,0,0,0
4815150,2005,0,10.570539,0,0,0
4815150,2006,0,10.647677,0,0,0
4815150,2007,0,10.639406,0,1,0
4815150,2008,0,10.599854,0,1,0
4815150,2009,0,10.622626,0,1,0
4815180,2003,0,10.631245,0,0,0
4815180,2004,0,10.625076,0,0,0
4815180,2005,0,10.609053,0,0,0
4815180,2006,0,10.631046,0,0,0
4815180,2007,0,10.589685,0,1,0
4815180,2008,0,10.586786,0,1,0
4815180,2009,0,10.605935,0,1,0
4815210,2003,0,10.809665,0,0,0
4815210,2004,0,10.79455,0,0,0
4815210,2005,0,10.781899,0,0,0
4815210,2006,0,10.823232,0,0,0
4815210,2007,0,10.827847,0,1,0
4815210,2008,0,10.823372,0,1,0
4815210,2009,0,10.845807,0,1,0
4815240,2003,0,10.760862,0,0,0
4815240,2004,0,10.776025,0,0,0
4815240,2005,0,10.716882,0,0,0
4815240,2006,0,10.747415,0,0,0
4815240,2007,0,10.755642,0,1,0
4815240,2008,0,10.737352,0,1,0
4815240,2009,0,10.750841,0,1,0
4815270,2003,0,10.81351,0,0,0
4815270,2004,0,10.809058,0,0,0
4815270,2005,0,10.789186,0,0,0
4815270,2006,0,10.81039,0,0,0
4815270,2007,0,10.81964,0,1,0
4815270,2008,0,10.775011,0,1,0
4815270,2009,0,10.827345,0,1,0
4815300,2003,0,10.621819,0,0,0
4815300,2004,0,10.636781,0,0,0
4815300,2005,0,10.58397,0,0,0
4815300,2006,0,10.63567,0,0,0
4815300,2007,0,10.623465,0,1,0
4815300,2008,0,10.60207,0,1,0
4815300,2009,0,10.63355,0,1,0
4815330,2003,0,10.713987,0,0,0
4815330,2004,0,10.687284,0,0,0
4815330,2005,0,10.6781,0,0,0
4815330,2006,0,10.72144,0,0,0
4815330,2007,0,10.736862,0,1,0
4815330,2008,0,10.707259,0,1,0
4815330,2009,0,10.717932,0,1,0
4815360,2003,0,10.571067,1,0,0
4815360,2004,0,10.538347,1,0,0
4815360,2005,0,10.494164,1,0,0
4815360,2006,0,10.567683,1,0,0
4815360,2007,1,10.528939,1,1,1
4815360,2008,1,10.562638,1,1,1
4815360,2009,1,10.56698,1,1,1
4815400,2003,0,10.684771,0,0,0
4815400,2004,0,10.63467,0,0,0
4815400,2005,0,10.640152,0,0,0
4815400,2006,0,10.768679,0,0,0
4815400,2007,0,10.750533,0,1,0
4815400,2008,0,10.698379,0,1,0
4815400,2009,0,10.71559,0,1,0
4815420,2003,0,10.567279,1,0,0
4815420,2004,0,10.539615,1,0,0
4815420,2005,0,10.521008,1,0,0
4815420,2006,0,10.5964,1,0,0
4815420,2007,1,10.605812,1,1,1
4815420,2008,1,10.64452,1,1,1
4815420,2009,1,10.683612,1,1,1
4815480,2003,0,10.628076,0,0,0
4815480,2004,0,10.646724,0,0,0
4815480,2005,0,10.593174,0,0,0
4815480,2006,0,10.639485,0,0,0
4815480,2007,0,10.609657,0,1,0
4815480,2008,0,10.643709,0,1,0
4815480,2009,0,10.662596,0,1,0
4815510,2003,0,10.715521,0,0,0
4815510,2004,0,10.713995,0,0,0
4815510,2005,0,10.667447,0,0,0
4815510,2006,0,10.750805,0,0,0
4815510,2007,0,10.750753,0,1,0
4815510,2008,0,10.737809,0,1,0
4815510,2009,0,10.752501,0,1,0
4815540,2003,0,10.763713,0,0,0
4815540,2004,0,10.771751,0,0,0
4815540,2005,0,10.757124,0,0,0
4815540,2006,0,10.804938,0,0,0
4815540,2007,0,10.802728,0,1,0
4815540,2008,0,10.813961,0,1,0
4815540,2009,0,10.834296,0,1,0
4815570,2003,0,10.492923,0,0,0
4815570,2004,0,10.491434,0,0,0
4815570,2005,0,10.483351,0,0,0
4815570,2006,0,10.592176,0,0,0
4815570,2007,0,10.561069,0,1,0
4815570,2008,0,10.524602,0,1,0
4815570,2009,0,10.572578,0,1,0
4815600,2003,0,10.669876,0,0,0
4815600,2004,0,10.654823,0,0,0
4815600,2005,0,10.62778,0,0,0
4815600,2006,0,10.659518,0,0,0
4815600,2007,0,10.634459,0,1,0
4815600,2008,0,10.626727,0,1,0
4815600,2009,0,10.619404,0,1,0
4815690,2003,,10.748098,1,0,0
4815690,2004,,10.717713,1,0,0
4815690,2005,,10.663674,1,0,0
4815690,2006,,10.700904,1,0,0
4815690,2007,,10.678169,1,1,1
4815690,2008,,10.673503,1,1,1
4815690,2009,,10.709805,1,1,1
4815720,2003,0,10.611499,0,0,0
4815720,2004,0,10.583447,0,0,0
4815720,2005,0,10.53923,0,0,0
4815720,2006,0,10.679157,0,0,0
4815720,2007,0,10.639134,0,1,0
4815720,2008,0,10.624104,0,1,0
4815720,2009,0,10.613166,0,1,0
4815750,2003,0,10.788064,1,0,0
4815750,2004,0,10.763392,1,0,0
4815750,2005,0,10.746622,1,0,0
4815750,2006,0,10.763601,1,0,0
4815750,2007,1,10.756718,1,1,1
4815750,2008,1,10.761514,1,1,1
4815750,2009,1,10.778392,1,1,1
4815810,2003,0,10.636655,0,0,0
4815810,2004,0,10.610652,0,0,0
4815810,2005,0,10.593339,0,0,0
4815810,2006,0,10.6423,0,0,0
4815810,2007,0,10.585137,0,1,0
4815810,2008,0,10.551742,0,1,0
4815810,2009,0,10.600299,0,1,0
4815840,2003,0,10.616529,1,0,0
4815840,2004,0,10.602978,1,0,0
4815840,2005,0,10.573133,1,0,0
4815840,2006,0,10.639612,1,0,0
4815840,2007,1,10.60673,1,1,1
4815840,2008,1,10.585953,1,1,1
4815840,2009,1,10.60119,1,1,1
4815870,2003,0,10.651827,0,0,0
4815870,2004,0,10.600199,0,0,0
4815870,2005,0,10.578944,0,0,0
4815870,2006,0,10.639892,0,0,0
4815870,2007,0,10.60892,0,1,0
4815870,2008,0,10.58317,0,1,0
4815870,2009,0,10.632087,0,1,0
4815910,2003,0,10.820105,0,0,0
4815910,2004,0,10.811108,0,0,0
4815910,2005,0,10.763405,0,0,0
4815910,2006,0,10.779773,0,0,0
4815910,2007,0,10.825434,0,1,0
4815910,2008,0,10.826218,0,1,0
4815910,2009,0,10.845676,0,1,0
4815930,2003,0,10.710652,0,0,0
4815930,2004,0,10.693563,0,0,0
4815930,2005,0,10.635877,0,0,0
4815930,2006,0,10.74225,0,0,0
4815930,2007,0,10.703525,0,1,0
4815930,2008,0,10.68178,0,1,0
4815930,2009,0,10.697478,0,1,0
4815960,2003,0,10.686697,0,0,0
4815960,2004,0,10.648051,0,0,0
4815960,2005,0,10.623399,0,0,0
4815960,2006,0,10.654054,0,0,0
4815960,2007,0,10.640861,0,1,0
4815960,2008,0,10.634051,0,1,0
4815960,2009,0,10.678214,0,1,0
4815990,2003,0,10.715209,0,0,0
4815990,2004,0,10.670299,0,0,0
4815990,2005,0,10.663726,0,0,0
4815990,2006,0,10.664334,0,0,0
4815990,2007,0,10.654611,0,1,0
4815990,2008,0,10.671511,0,1,0
4815990,2009,0,10.70376,0,1,0
4816020,2003,0,10.566375,0,0,0
4816020,2004,0,10.58535,0,0,0
4816020,2005,0,10.582325,0,0,0
4816020,2006,0,10.63679,0,0,0
4816020,2007,0,10.604075,0,1,0
4816020,2008,0,10.556126,0,1,0
4816020,2009,0,10.60614,0,1,0
4816080,2003,0,10.603601,0,0,0
4816080,2004,0,10.59496,0,0,0
4816080,2005,0,10.601856,0,0,0
4816080,2006,0,10.632939,0,0,0
4816080,2007,0,10.620553,0,1,0
4816080,2008,0,10.644687,0,1,0
4816080,2009,0,10.658227,0,1,0
4816110,2003,0,10.804807,0,0,0
4816110,2004,0,10.787275,0,0,0
4816110,2005,0,10.761098,0,0,0
4816110,2006,0,10.781492,0,0,0
4816110,2007,0,10.790648,0,1,0
4816110,2008,0,10.763864,0,1,0
4816110,2009,0,10.782282,0,1,0
4816140,2003,0,10.635558,1,0,0
4816140,2004,0,10.59376,1,0,0
4816140,2005,0,10.577712,1,0,0
4816140,2006,0,10.613144,1,0,0
4816140,2007,1,10.619295,1,1,1
4816140,2008,1,10.577732,1,1,1
4816140,2009,1,10.618476,1,1,1
4816180,2003,0,10.728885,0,0,0
4816180,2004,0,10.712803,0,0,0
4816180,2005,0,10.698051,0,0,0
4816180,2006,0,10.723916,0,0,0
4816180,2007,0,10.683967,0,1,0
4816180,2008,0,10.684646,0,1,0
4816180,2009,0,10.704435,0,1,0
4816200,2003,0,10.61736,0,0,0
4816200,2004,0,10.599233,0,0,0
4816200,2005,0,10.542487,0,0,0
4816200,2006,0,10.603505,0,0,0
4816200,2007,0,10.568538,0,1,0
4816200,2008,0,10.571522,0,1,0
4816200,2009,0,10.618869,0,1,0
4816230,2003,0,10.915651,0,0,0
4816230,2004,0,10.903841,0,0,0
4816230,2005,0,10.874641,0,0,0
4816230,2006,0,10.899201,0,0,0
4816230,2007,0,10.904204,0,1,0
4816230,2008,0,10.878896,0,1,0
4816230,2009,0,10.908608,0,1,0
4816260,2003,0,10.667072,1,0,0
4816260,2004,0,10.675474,1,0,0
4816260,2005,0,10.678936,1,0,0
4816260,2006,0,10.736484,1,0,0
4816260,2007,1,10.635401,1,1,1
4816260,2008,1,10.586382,1,1,1
4816260,2009,1,10.621882,1,1,1
4816290,2003,0,10.774691,0,0,0
4816290,2004,0,10.778333,0,0,0
4816290,2005,0,10.746386,0,0,0
4816290,2006,0,10.778868,0,0,0
4816290,2007,0,10.774225,0,1,0
4816290,2008,0,10.773881,0,1,0
4816290,2009,0,10.771106,0,1,0
4816320,2003,0,10.739793,0,0,0
4816320,2004,0,10.666186,0,0,0
4816320,2005,0,10.661383,0,0,0
4816320,2006,0,10.658996,0,0,0
4816320,2007,0,10.703687,0,1,0
4816320,2008,0,10.684005,0,1,0
4816320,2009,0,10.724259,0,1,0
4816350,2003,0,10.65072,1,0,0
4816350,2004,0,10.588056,1,0,0
4816350,2005,0,10.601555,1,0,0
4816350,2006,0,10.667548,1,0,0
4816350,2007,1,10.654295,1,1,1
4816350,2008,1,10.628981,1,1,1
4816350,2009,1,10.639544,1,1,1
4816380,2003,0,10.620993,0,0,0
4816380,2004,0,10.631923,0,0,0
4816380,2005,0,10.602485,0,0,0
4816380,2006,0,10.649288,0,0,0
4816380,2007,0,10.600363,0,1,0
4816380,2008,0,10.546052,0,1,0
4816380,2009,0,10.580334,0,1,0
4816410,2003,0,10.729243,0,0,0
4816410,2004,0,10.71194,0,0,0
4816410,2005,0,10.671947,0,0,0
4816410,2006,0,10.720949,0,0,0
4816410,2007,0,10.692262,0,1,0
4816410,2008,0,10.701828,0,1,0
4816410,2009,0,10.723849,0,1,0
4816440,2003,0,10.633841,0,0,0
4816440,2004,0,10.602185,0,0,0
4816440,2005,0,10.587084,0,0,0
4816440,2006,0,10.633578,0,0,0
4816440,2007,0,10.629338,0,1,0
4816440,2008,0,10.61391,0,1,0
4816440,2009,0,10.640267,0,1,0
4816500,2003,0,10.671371,0,0,0
4816500,2004,0,10.671119,0,0,0
4816500,2005,0,10.665421,0,0,0
4816500,2006,0,10.718348,0,0,0
4816500,2007,0,10.741261,0,1,0
4816500,2008,0,10.744968,0,1,0
4816500,2009,0,10.770037,0,1,0
4816530,2003,0,10.891376,0,0,0
4816530,2004,0,10.880384,0,0,0
4816530,2005,0,10.87803,0,0,0
4816530,2006,0,10.888848,0,0,0
4816530,2007,0,10.885592,0,1,0
4816530,2008,0,10.883917,0,1,0
4816530,2009,0,10.908161,0,1,0
4816570,2003,0,10.658723,0,0,0
4816570,2004,0,10.663044,0,0,0
4816570,2005,0,10.648933,0,0,0
4816570,2006,0,10.709392,0,0,0
4816570,2007,0,10.673411,0,1,0
4816570,2008,0,10.602692,0,1,0
4816570,2009,0,10.623431,0,1,0
4816620,2003,0,10.717985,0,0,0
4816620,2004,0,10.723052,0,0,0
4816620,2005,0,10.717734,0,0,0
4816620,2006,0,10.735169,0,0,0
4816620,2007,0,10.733567,0,1,0
4816620,2008,0,10.75015,0,1,0
4816620,2009,0,10.767334,0,1,0
4816650,2003,0,10.62572,0,0,0
4816650,2004,0,10.663978,0,0,0
4816650,2005,0,10.649586,0,0,0
4816650,2006,0,10.77732,0,0,0
4816650,2007,0,10.779708,0,1,0
4816650,2008,0,10.796919,0,1,0
4816650,2009,0,10.830388,0,1,0
4816710,2003,0,10.729166,0,0,0
4816710,2004,0,10.679759,0,0,0
4816710,2005,0,10.652398,0,0,0
4816710,2006,0,10.719075,0,0,0
4816710,2007,0,10.709753,0,1,0
4816710,2008,0,10.739392,0,1,0
4816710,2009,0,10.746848,0,1,0
4816740,2003,0,10.790982,0,0,0
4816740,2004,0,10.789252,0,0,0
4816740,2005,0,10.767192,0,0,0
4816740,2006,0,10.808825,0,0,0
4816740,2007,0,10.821883,0,1,0
4816740,2008,0,10.815207,0,1,0
4816740,2009,0,10.839207,0,1,0
4816770,2003,0,10.729935,0,0,0
4816770,2004,0,10.724232,0,0,0
4816770,2005,0,10.735914,0,0,0
4816770,2006,0,10.741448,0,0,0
4816770,2007,0,10.758428,0,1,0
4816770,2008,0,10.769327,0,1,0
4816770,2009,0,10.796996,0,1,0
4816860,2003,0,10.718685,0,0,0
4816860,2004,0,10.690895,0,0,0
4816860,2005,0,10.746717,0,0,0
4816860,2006,0,10.775682,0,0,0
4816860,2007,0,10.749053,0,1,0
4816860,2008,0,10.80255,0,1,0
4816860,2009,0,10.814425,0,1,0
4816890,2003,0,10.587289,0,0,0
4816890,2004,0,10.539283,0,0,0
4816890,2005,0,10.53069,0,0,0
4816890,2006,0,10.559823,0,0,0
4816890,2007,0,10.5692,0,1,0
4816890,2008,0,10.530788,0,1,0
4816890,2009,0,10.564886,0,1,0
4816920,2003,0,10.720263,0,0,0
4816920,2004,0,10.734937,0,0,0
4816920,2005,0,10.798532,0,0,0
4816920,2006,0,10.864354,0,0,0
4816920,2007,0,10.970846,0,1,0
4816920,2008,0,10.95121,0,1,0
4816920,2009,0,10.984868,0,1,0
4816950,2003,0,10.693252,0,0,0
4816950,2004,0,10.679523,0,0,0
4816950,2005,0,10.659034,0,0,0
4816950,2006,0,10.692945,0,0,0
4816950,2007,0,10.663248,0,1,0
4816950,2008,0,10.75015,0,1,0
4816950,2009,0,10.737866,0,1,0
4816980,2003,0,10.59159,1,0,0
4816980,2004,0,10.590382,1,0,0
4816980,2005,0,10.557871,1,0,0
4816980,2006,0,10.53612,1,0,0
4816980,2007,1,10.570311,1,1,1
4816980,2008,1,10.5818,1,1,1
4816980,2009,1,10.619263,1,1,1
4817010,2003,0,10.739438,1,0,0
4817010,2004,0,10.713387,1,0,0
4817010,2005,0,10.679543,1,0,0
4817010,2006,0,10.717432,1,0,0
4817010,2007,1,10.676601,1,1,1
4817010,2008,1,10.705421,1,1,1
4817010,2009,1,10.711089,1,1,1
4817040,2003,0,10.681901,0,0,0
4817040,2004,0,10.652131,0,0,0
4817040,2005,0,10.659551,0,0,0
4817040,2006,0,10.671564,0,0,0
4817040,2007,0,10.657571,0,1,0
4817040,2008,0,10.624395,0,1,0
4817040,2009,0,10.645975,0,1,0
4817070,2003,0,10.773686,0,0,0
4817070,2004,0,10.752063,0,0,0
4817070,2005,0,10.717222,0,0,0
4817070,2006,0,10.771597,0,0,0
4817070,2007,0,10.76791,0,1,0
4817070,2008,0,10.773169,0,1,0
4817070,2009,0,10.772544,0,1,0
4817100,2003,0,10.708772,0,0,0
4817100,2004,0,10.744815,0,0,0
4817100,2005,0,10.721722,0,0,0
4817100,2006,0,10.747756,0,0,0
4817100,2007,0,10.767541,0,1,0
4817100,2008,0,10.797635,0,1,0
4817100,2009,0,10.761332,0,1,0
4817130,2003,0,10.469018,1,0,0
4817130,2004,0,10.58067,1,0,0
4817130,2005,0,10.551878,1,0,0
4817130,2006,0,10.545257,1,0,0
4817130,2007,1,10.554617,1,1,1
4817130,2008,1,10.590164,1,1,1
4817130,2009,1,10.600399,1,1,1
4817160,2003,0,10.652658,0,0,0
4817160,2004,0,10.611523,0,0,0
4817160,2005,0,10.553228,0,0,0
4817160,2006,0,10.614185,0,0,0
4817160,2007,0,10.575269,0,1,0
4817160,2008,0,10.553284,0,1,0
4817160,2009,0,10.579568,0,1,0
4817190,2003,0,10.841146,1,0,0
4817190,2004,0,10.943842,1,0,0
4817190,2005,0,10.947227,1,0,0
4817190,2006,0,10.98147,1,0,0
4817190,2007,1,10.995496,1,1,1
4817190,2008,1,11.023372,1,1,1
4817190,2009,1,10.583583,1,1,1
4817280,2003,0,10.585546,0,0,0
4817280,2004,0,10.551343,0,0,0
4817280,2005,0,10.571104,0,0,0
4817280,2006,0,10.656977,0,0,0
4817280,2007,0,10.615132,0,1,0
4817280,2008,0,10.582004,0,1,0
4817280,2009,0,10.626456,0,1,0
4817390,2003,0,10.706075,0,0,0
4817390,2004,0,10.664217,0,0,0
4817390,2005,0,10.65756,0,0,0
4817390,2006,0,10.716704,0,0,0
4817390,2007,0,10.699444,0,1,0
4817390,2008,0,10.684234,0,1,0
4817390,2009,0,10.752535,0,1,0
4817400,2003,,10.76769,1,0,0
4817400,2004,,10.741714,1,0,0
4817400,2005,,10.748302,1,0,0
4817400,2006,,10.775704,1,0,0
4817400,2007,,10.77668,1,1,1
4817400,2008,,10.747122,1,1,1
4817400,2009,,10.847956,1,1,1
4817460,2003,0,10.66437,1,0,0
4817460,2004,0,10.634094,1,0,0
4817460,2005,0,10.65567,1,0,0
4817460,2006,0,10.634701,1,0,0
4817460,2007,1,10.619722,1,1,1
4817460,2008,1,10.620693,1,1,1
4817460,2009,1,10.650321,1,1,1
4817550,2003,0,10.627962,0,0,0
4817550,2004,0,10.623718,0,0,0
4817550,2005,0,10.602048,0,0,0
4817550,2006,0,10.66183,0,0,0
4817550,2007,0,10.640491,0,1,0
4817550,2008,0,10.589988,0,1,0
4817550,2009,0,10.63896,0,1,0
4817580,2003,0,10.666036,0,0,0
4817580,2004,0,10.63976,0,0,0
4817580,2005,0,10.623559,0,0,0
4817580,2006,0,10.636485,0,0,0
4817580,2007,0,10.622813,0,1,0
4817580,2008,0,10.594983,0,1,0
4817580,2009,0,10.590908,0,1,0
4817610,2003,0,10.665298,0,0,0
4817610,2004,0,10.665388,0,0,0
4817610,2005,0,10.660867,0,0,0
4817610,2006,0,10.697053,0,0,0
4817610,2007,0,10.671931,0,1,0
4817610,2008,0,10.658388,0,1,0
4817610,2009,0,10.733436,0,1,0
4817640,2003,0,10.823631,0,0,0
4817640,2004,0,10.832068,0,0,0
4817640,2005,0,10.81115,0,0,0
4817640,2006,0,10.815661,0,0,0
4817640,2007,0,10.806743,0,1,0
4817640,2008,0,10.760092,0,1,0
4817640,2009,0,10.798687,0,1,0
4817700,2003,0,10.828189,0,0,0
4817700,2004,0,10.822291,0,0,0
4817700,2005,0,10.811016,0,0,0
4817700,2006,0,10.838162,0,0,0
4817700,2007,0,10.850197,0,1,0
4817700,2008,0,10.843885,0,1,0
4817700,2009,0,10.867839,0,1,0
4817730,2003,0,10.787073,0,0,0
4817730,2004,0,10.785885,0,0,0
4817730,2005,0,10.78174,0,0,0
4817730,2006,0,10.805713,0,0,0
4817730,2007,0,10.832801,0,1,0
4817730,2008,0,10.814465,0,1,0
4817730,2009,0,10.837387,0,1,0
4817760,2003,0,10.790693,0,0,0
4817760,2004,0,10.801354,0,0,0
4817760,2005,0,10.77417,0,0,0
4817760,2006,0,10.804272,0,0,0
4817760,2007,0,10.812217,0,1,0
4817760,2008,0,10.825462,0,1,0
4817760,2009,0,10.840339,0,1,0
4817790,2003,0,10.66887,0,0,0
4817790,2004,0,10.652077,0,0,0
4817790,2005,0,10.614686,0,0,0
4817790,2006,0,10.658073,0,0,0
4817790,2007,0,10.644083,0,1,0
4817790,2008,0,10.591824,0,1,0
4817790,2009,0,10.618829,0,1,0
4817830,2003,0,10.730804,0,0,0
4817830,2004,0,10.713235,0,0,0
4817830,2005,0,10.685676,0,0,0
4817830,2006,0,10.746754,0,0,0
4817830,2007,0,10.731747,0,1,0
4817830,2008,0,10.718277,0,1,0
4817830,2009,0,10.749773,0,1,0
4817850,2003,0,10.825331,0,0,0
4817850,2004,0,10.811522,0,0,0
4817850,2005,0,10.804604,0,0,0
4817850,2006,0,10.821138,0,0,0
4817850,2007,0,10.822931,0,1,0
4817850,2008,0,10.822953,0,1,0
4817850,2009,0,10.855045,0,1,0
4817880,2003,0,10.652104,1,0,0
4817880,2004,0,10.658233,1,0,0
4817880,2005,0,10.661872,1,0,0
4817880,2006,0,10.67906,1,0,0
4817880,2007,1,10.673388,1,1,1
4817880,2008,1,10.697837,1,1,1
4817880,2009,1,10.729366,1,1,1
4817960,2003,0,10.622077,0,0,0
4817960,2004,0,10.587021,0,0,0
4817960,2005,0,10.576506,0,0,0
4817960,2006,0,10.618551,0,0,0
4817960,2007,0,10.596842,0,1,0
4817960,2008,0,10.566381,0,1,0
4817960,2009,0,10.58255,0,1,0
4818000,2003,0,10.726036,0,0,0
4818000,2004,0,10.7327,0,0,0
4818000,2005,0,10.685902,0,0,0
4818000,2006,0,10.737128,0,0,0
4818000,2007,0,10.753024,0,1,0
4818000,2008,0,10.748797,0,1,0
4818000,2009,0,10.769945,0,1,0
4818030,2003,0,10.61245,0,0,0
4818030,2004,0,10.629554,0,0,0
4818030,2005,0,10.618971,0,0,0
4818030,2006,0,10.654829,0,0,0
4818030,2007,0,10.648835,0,1,0
4818030,2008,0,10.593053,0,1,0
4818030,2009,0,10.605785,0,1,0
4818060,2003,0,10.725574,0,0,0
4818060,2004,0,10.700677,0,0,0
4818060,2005,0,10.693369,0,0,0
4818060,2006,0,10.722773,0,0,0
4818060,2007,0,10.714319,0,1,0
4818060,2008,0,10.666861,0,1,0
4818060,2009,0,10.692975,0,1,0
4818070,2003,0,10.653155,0,0,0
4818070,2004,0,10.588488,0,0,0
4818070,2005,0,10.559356,0,0,0
4818070,2006,0,10.649213,0,0,0
4818070,2007,0,10.636589,0,1,0
4818070,2008,0,10.625271,0,1,0
4818070,2009,0,10.671311,0,1,0
4818120,2003,0,10.660042,0,0,0
4818120,2004,0,10.656919,0,0,0
4818120,2005,0,10.649246,0,0,0
4818120,2006,0,10.685239,0,0,0
4818120,2007,0,10.702622,0,1,0
4818120,2008,0,10.704637,0,1,0
4818120,2009,0,10.722688,0,1,0
4818150,2003,0,10.77816,0,0,0
4818150,2004,0,10.764718,0,0,0
4818150,2005,0,10.754615,0,0,0
4818150,2006,0,10.771063,0,0,0
4818150,2007,0,10.777175,0,1,0
4818150,2008,0,10.794296,0,1,0
4818150,2009,0,10.812085,0,1,0
4818180,2003,0,10.747419,0,0,0
4818180,2004,0,10.723856,0,0,0
4818180,2005,0,10.751062,0,0,0
4818180,2006,0,10.764901,0,0,0
4818180,2007,0,10.781765,0,1,0
4818180,2008,0,10.786263,0,1,0
4818180,2009,0,10.809468,0,1,0
4818210,2003,0,10.694525,0,0,0
4818210,2004,0,10.659036,0,0,0
4818210,2005,0,10.644329,0,0,0
4818210,2006,0,10.675735,0,0,0
4818210,2007,0,10.673388,0,1,0
4818210,2008,0,10.648159,0,1,0
4818210,2009,0,10.676645,0,1,0
4818280,2003,0,10.774544,0,0,0
4818280,2004,0,10.750818,0,0,0
4818280,2005,0,10.741687,0,0,0
4818280,2006,0,10.772687,0,0,0
4818280,2007,0,10.76186,0,1,0
4818280,2008,0,10.78031,0,1,0
4818280,2009,0,10.805338,0,1,0
4818300,2003,0,10.742147,0,0,0
4818300,2004,0,10.715236,0,0,0
4818300,2005,0,10.715368,0,0,0
4818300,2006,0,10.765147,0,0,0
4818300,2007,0,10.774894,0,1,0
4818300,2008,0,10.785705,0,1,0
4818300,2009,0,10.803011,0,1,0
4818330,2003,0,10.623587,0,0,0
4818330,2004,0,10.58151,0,0,0
4818330,2005,0,10.560269,0,0,0
4818330,2006,0,10.600394,0,0,0
4818330,2007,0,10.598823,0,1,0
4818330,2008,0,10.614917,0,1,0
4818330,2009,0,10.642167,0,1,0
4818360,2003,0,10.754363,0,0,0
4818360,2004,0,10.74127,0,0,0
4818360,2005,0,10.684391,0,0,0
4818360,2006,0,10.716375,0,0,0
4818360,2007,0,10.690505,0,1,0
4818360,2008,0,10.703918,0,1,0
4818360,2009,0,10.753088,0,1,0
4818390,2003,0,10.623786,0,0,0
4818390,2004,0,10.586676,0,0,0
4818390,2005,0,10.570681,0,0,0
4818390,2006,0,10.623645,0,0,0
4818390,2007,0,10.602592,0,1,0
4818390,2008,0,10.55927,0,1,0
4818390,2009,0,10.59471,0,1,0
4818480,2003,0,10.65732,1,0,0
4818480,2004,0,10.634286,1,0,0
4818480,2005,0,10.600953,1,0,0
4818480,2006,0,10.639638,1,0,0
4818480,2007,1,10.62359,1,1,1
4818480,2008,1,10.578369,1,1,1
4818480,2009,1,10.604839,1,1,1
4818540,2003,0,10.799472,0,0,0
4818540,2004,0,10.794527,0,0,0
4818540,2005,0,10.795314,0,0,0
4818540,2006,0,10.815598,0,0,0
4818540,2007,0,10.794142,0,1,0
4818540,2008,0,10.770588,0,1,0
4818540,2009,0,10.80409,0,1,0
4818600,2003,0,10.684101,1,0,0
4818600,2004,0,10.610623,1,0,0
4818600,2005,0,10.615199,1,0,0
4818600,2006,0,10.678351,1,0,0
4818600,2007,1,10.695253,1,1,1
4818600,2008,1,10.669792,1,1,1
4818600,2009,1,10.723417,1,1,1
4818660,2003,0,10.54947,1,0,0
4818660,2004,0,10.458802,1,0,0
4818660,2005,0,10.444317,1,0,0
4818660,2006,0,10.5202,1,0,0
4818660,2007,1,10.503658,1,1,1
4818660,2008,1,10.541518,1,1,1
4818660,2009,1,10.612848,1,1,1
4818690,2003,0,10.605892,1,0,0
4818690,2004,0,10.612561,1,0,0
4818690,2005,0,10.595682,1,0,0
4818690,2006,0,10.663541,1,0,0
4818690,2007,1,10.676126,1,1,1
4818690,2008,1,10.600128,1,1,1
4818690,2009,1,10.624207,1,1,1
4818720,2003,0,10.678537,0,0,0
4818720,2004,0,10.589463,0,0,0
4818720,2005,0,10.608944,0,0,0
4818720,2006,0,10.645989,0,0,0
4818720,2007,0,10.651423,0,1,0
4818720,2008,0,10.674845,0,1,0
4818720,2009,0,10.676496,0,1,0
4818750,2003,0,10.803785,1,0,0
4818750,2004,0,10.779876,1,0,0
4818750,2005,0,10.719171,1,0,0
4818750,2006,0,10.718394,1,0,0
4818750,2007,1,10.690365,1,1,1
4818750,2008,1,10.654125,1,1,1
4818750,2009,1,10.659044,1,1,1
4818780,2003,0,10.608989,0,0,0
4818780,2004,0,10.600852,0,0,0
4818780,2005,0,10.559727,0,0,0
4818780,2006,0,10.653903,0,0,0
4818780,2007,0,10.613969,0,1,0
4818780,2008,0,10.557426,0,1,0
4818780,2009,0,10.564186,0,1,0
4818810,2003,0,10.796171,0,0,0
4818810,2004,0,10.785814,0,0,0
4818810,2005,0,10.771888,0,0,0
4818810,2006,0,10.795144,0,0,0
4818810,2007,0,10.781572,0,1,0
4818810,2008,0,10.804339,0,1,0
4818810,2009,0,10.824175,0,1,0
4818840,2003,0,10.716481,1,0,0
4818840,2004,0,10.586329,1,0,0
4818840,2005,0,10.577964,1,0,0
4818840,2006,0,10.648357,1,0,0
4818840,2007,1,10.67143,1,1,1
4818840,2008,1,10.672878,1,1,1
